strategy,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,maximum_drawdown_pct,calmar_ratio,annualized_turnover_pct,total_transaction_cost_pct,final_nav,observations
Equal Weight,14.023383014814407,10.613251538903008,1.2898935201612027,-11.275271650248875,1.2437290603552662,22.140741127725345,0.04230463036904665,1.6511943827490323,963
TSMOM Inverse Volatility,9.003928725924059,9.081056445014775,0.9949967751929977,-13.42313565416493,0.6707768555650647,186.775119692633,0.3568738894127095,1.390216715286472,963
TSMOM Shrinkage Precision,4.83706383047342,7.992996332709456,0.6310557247596648,-12.727708300475593,0.38004200884244616,321.62971282999814,0.6145424870144608,1.197832330143126,963
TSMOM cDCC Precision,5.268076702781133,8.627333707852857,0.6383879770418038,-15.681774866627718,0.3359362538734115,323.2245411177728,0.6175897482071729,1.216760776913186,963
