Date,Equal Weight,Shrinkage Risk Parity,cDCC Risk Parity,Shrinkage Minimum Variance,cDCC Minimum Variance
2024-10-15,1.2964938623849789,1.207091150489535,1.201555133896998,1.1445973391531907,1.1758983027005188
2024-10-16,1.2956280422377469,1.2057249680642488,1.200767318190441,1.1425375620221707,1.174889937952807
2024-10-17,1.2940777497816842,1.204571280468204,1.1992315820059625,1.1412985502203452,1.1732378066008655
2024-10-18,1.3015196619783074,1.210311306975493,1.205124947176474,1.1455625520982564,1.178328810934564
2024-10-21,1.2924066177891755,1.2042027003544278,1.198187321086391,1.1414837535196698,1.1730851640091606
2024-10-22,1.297939281781624,1.206264124411269,1.2008401355322085,1.1417716689693627,1.1742712763650704
2024-10-23,1.2974030393741993,1.2066360849315023,1.201588234672622,1.144172980406336,1.176942782065519
2024-10-24,1.3091659272032,1.2144303516160784,1.2106616475862266,1.1495139583129932,1.1850454887187398
2024-10-25,1.3030713350344776,1.210932682888776,1.2067454686137185,1.1471030834629625,1.1817520603884668
2024-10-28,1.3101719330613546,1.216110209148361,1.2115522765421436,1.1516734060032567,1.1859651196024525
2024-10-29,1.3097609916051254,1.2161385711727468,1.2109733907233193,1.1518788843763412,1.1853380228143557
2024-10-30,1.3137122224596463,1.2194454314382572,1.2137784513381422,1.1546748645215354,1.1875343262677593
2024-10-31,1.3057751819878654,1.2135694816471307,1.2084328530277848,1.1524809960121238,1.1860773502862343
2024-11-01,1.291198840062113,1.2032215818258292,1.197321295779251,1.143468253495009,1.175295780316875
2024-11-05,1.2954798061576247,1.204893416641156,1.1993444578503156,1.1424125516734913,1.1749749810766767
2024-11-06,1.2825786750457326,1.197349836889302,1.1903087186600936,1.1409337189175732,1.1730665957084576
2024-11-07,1.3084529547038701,1.2122565362368183,1.2071944002911572,1.14615780948588,1.1815756986784045
2024-11-08,1.3009528781154196,1.2096572952126396,1.2043450309038823,1.1482788347909494,1.1827815511438267
2024-11-11,1.2908108214573992,1.202577715914289,1.196912092191241,1.14357170114124,1.1775317781077008
2024-11-12,1.2847809446507388,1.1988483367613743,1.1927803806723336,1.1435840202521121,1.1778286318062285
2024-11-13,1.2843211748535373,1.1972517758630017,1.1923143283498427,1.141847493260733,1.1779503486942604
2024-11-14,1.2885665022716017,1.198802640087943,1.1946221544922198,1.1423224925993498,1.179565433626475
2024-11-15,1.293771000636896,1.2033633839471272,1.1991552445032219,1.1464059218822342,1.1830357061153456
2024-11-18,1.286243013393936,1.1976187213649356,1.1922788799382582,1.140443473136952,1.174887763864031
2024-11-19,1.2909500341307283,1.2015884653361946,1.1962591365776898,1.1438219174898545,1.178498137101451
2024-11-20,1.2903577261626749,1.2016783774656217,1.1963459301357953,1.1439719185522812,1.1786794786140395
